label,volume,convex_volume,solidity,extent,mean_intensity,min_intensity,max_intensity,elongation_ratio,bbox_z,bbox_y,bbox_x,class,frame
7704,960,1614,0.5947955390334573,0.3418803418803419,0.905263157894737,0.554467564259486,1.364749082007344,0.5918983887440344,6,12,13,2,1400
7750,939,1167,0.8046272493573264,0.47424242424242424,1.0900512668103128,0.6988984088127295,1.6034271725826192,0.5960400306908044,5,12,11,2,1400
7892,1227,1659,0.7396021699819169,0.4194871794871795,1.623049920246115,0.8115055079559363,3.1444308445532436,0.6512930620853535,5,13,15,2,1400
7893,1140,1512,0.753968253968254,0.46060606060606063,1.2280068285769503,0.6511627906976745,1.95593635250918,0.6063306206329011,5,11,15,2,1400
7972,933,1047,0.8911174785100286,0.4283746556473829,1.4172389772007226,0.591187270501836,2.135862913096695,0.42877867586176266,6,11,11,2,1400
7974,1041,1311,0.7940503432494279,0.40162037037037035,1.3744669293366114,0.7906976744186046,2.079559363525092,0.5155785974812664,6,12,12,2,1400
8051,6300,9696,0.6497524752475248,0.26622718052738337,2.1760762371043882,0.6976744186046512,3.86046511627907,0.5162949272280666,8,34,29,3,1400
8217,1401,1893,0.7400950871632329,0.47897435897435897,1.2390686142176814,0.6768665850673194,1.8164014687882497,0.604503444310873,5,15,13,2,1400
8329,1275,1590,0.8018867924528302,0.45995670995670995,1.4790899272805818,0.8053855569155447,2.215422276621787,0.5413755813256833,6,14,11,2,1400
8411,1275,1569,0.8126195028680688,0.5059523809523809,1.4196846425228598,0.598531211750306,2.13219094247246,0.6037561578844658,6,14,10,2,1400
8554,1053,1416,0.7436440677966102,0.3482142857142857,1.0802114608724156,0.6303549571603427,1.6217870257037943,0.5651032331424464,6,14,12,2,1400
8586,1581,2091,0.7560975609756098,0.46844444444444444,1.3633508996444157,0.7343941248470012,1.9363525091799265,0.5795555319414888,5,15,15,2,1400
8663,1053,1431,0.7358490566037735,0.325,1.1629929524666367,0.6560587515299877,1.6854345165238678,0.4719810850078507,6,12,15,2,1400
8672,1269,1599,0.7936210131332082,0.4577922077922078,1.4813985317904688,0.7723378212974297,2.193390452876377,0.5384139797383098,6,14,11,2,1400
8716,1551,2253,0.6884154460719041,0.33790849673202616,1.199283125270781,0.6487148102815178,1.9608323133414933,0.523207644082276,6,17,15,2,1400
8902,2337,3195,0.7314553990610329,0.2622895622895623,1.931722086659764,0.7368421052631579,3.0305997552019583,0.5063134082701479,9,15,22,2,1400
8986,1473,2418,0.609181141439206,0.24611528822055137,1.0666763056934239,0.4724602203182375,1.6585067319461444,0.37417871137786524,7,19,15,2,1400
9169,1812,2397,0.7559449311639549,0.2396825396825397,1.591290620668412,0.5569155446756426,2.430844553243574,0.5210481253177476,9,20,14,2,1400
9183,1401,1812,0.7731788079470199,0.44476190476190475,1.476805778701522,0.5495716034271726,2.3659730722154224,0.5767105050218345,5,14,15,2,1400
9337,1434,1995,0.718796992481203,0.33473389355742295,1.2239927687273064,0.6352509179926561,1.9449204406364748,0.5214288516729216,6,14,17,2,1400
9419,633,702,0.9017094017094017,0.5275,1.5638302192160662,0.828641370869033,2.657282741738066,0.49999255149382055,5,8,10,1,1400
9423,1278,1728,0.7395833333333334,0.5071428571428571,1.3551238068968687,0.7429620563035496,2.0269277845777234,0.6833024084015387,5,14,12,2,1400
9464,1266,1515,0.8356435643564356,0.5382653061224489,1.6325331956586056,0.583843329253366,2.563035495716034,0.7257628241117055,4,14,14,2,1400
9702,1083,1350,0.8022222222222222,0.3856837606837607,1.5248171643435715,0.8164014687882497,2.331701346389229,0.5430315683884583,6,12,13,2,1400
9862,642,795,0.8075471698113208,0.3962962962962963,0.7096283416648553,0.204406364749082,1.1946144430844554,0.701322641751869,5,12,9,1,1400
9876,1965,3828,0.5133228840125392,0.18952546296296297,0.9411251366477617,0.35006119951040393,1.7197062423500613,0.3213518654134004,12,16,18,2,1400
10000,1017,1350,0.7533333333333333,0.4011834319526627,1.1845445059448374,0.6597307221542228,1.8004895960832312,0.6704064770772014,5,13,13,2,1400
10001,1005,1284,0.7827102803738317,0.49851190476190477,0.9643764043917501,0.5691554467564259,1.5275397796817625,0.6500312486914804,4,12,14,2,1400
10020,2103,3387,0.620903454384411,0.21165458937198067,1.653837759312191,0.835985312117503,2.4063647490820075,0.35058018793961193,9,23,16,3,1400
10199,4269,6672,0.6398381294964028,0.3257783882783883,2.037472335498898,0.642594859241126,3.425948592411261,0.502953367043041,6,28,26,3,1400
10294,1230,1566,0.7854406130268199,0.37545787545787546,1.410696480281816,0.4394124847001224,2.160342717258262,0.5904758196584056,6,13,14,2,1400
10637,2058,2679,0.7681970884658454,0.23444976076555024,1.9249173003700517,0.6988984088127295,3.001223990208078,0.36322040546953854,7,22,19,2,1400
10678,915,1281,0.7142857142857143,0.33516483516483514,0.9502377751469793,0.5471236230110159,1.3623011015911872,0.6269479217150941,5,14,13,2,1400
10767,285,327,0.8715596330275229,0.42410714285714285,0.7493268053855571,0.5618115055079559,1.0159118727050183,0.3588523927726822,4,7,8,1,1400
10768,1122,1599,0.701688555347092,0.37103174603174605,1.0540421131176403,0.6328029375764994,1.4834761321909424,0.5662894449044334,6,12,14,2,1400
10773,471,537,0.8770949720670391,0.5451388888888888,1.3162182600628365,0.6780905752753978,2.186046511627907,0.30932813902195083,6,8,6,1,1400
10774,1200,1578,0.7604562737642585,0.43956043956043955,1.2906701346389229,0.7429620563035496,1.8959608323133414,0.5783141658692976,5,14,13,2,1400
10827,1341,1851,0.7244732576985413,0.3547619047619048,1.3449598711935136,0.6988984088127295,1.8115055079559363,0.518994639848603,6,14,15,2,1400
10828,1596,2172,0.7348066298342542,0.44333333333333336,1.546316065561701,0.6793145654834761,2.2717258261933906,0.5932501107356836,5,15,16,2,1400
10996,1089,1350,0.8066666666666666,0.3601190476190476,1.4020217755613325,0.6474908200734394,2.025703794369645,0.5802949820088596,6,12,14,2,1400
11092,1320,1830,0.7213114754098361,0.36666666666666664,1.000856793145655,0.42472460220318237,1.4895960832313342,0.40066467501244274,5,12,20,2,1400
11127,1107,1332,0.831081081081081,0.3137755102040816,1.5182785854786334,0.6976744186046512,2.605875152998776,0.39962155896142254,7,14,12,2,1400
11242,1572,2241,0.7014725568942436,0.3411458333333333,1.4388285199061916,0.7343941248470012,2.5569155446756424,0.5652488620459627,6,16,16,2,1400
11312,957,1278,0.7488262910798122,0.4142857142857143,1.478066018732038,0.6964504283965728,2.0538555691554468,0.6186570685786026,5,11,14,2,1400
11347,1284,1665,0.7711711711711712,0.39194139194139194,1.6856032441460096,0.594859241126071,2.5422276621787026,0.48577891334262197,6,14,13,2,1400
11370,1302,1797,0.7245409015025042,0.44285714285714284,1.3687679438656657,0.6291309669522643,2.1432068543451654,0.6939379693947254,5,14,14,2,1400
11662,1914,2490,0.7686746987951807,0.3560267857142857,2.400948880183253,1.1003671970624236,3.745410036719706,0.5815556179035147,8,16,14,2,1400
11680,951,1287,0.7389277389277389,0.4116883116883117,1.3090710416272506,0.6829865361077111,2.270501835985312,0.6188331273144595,5,11,14,1,1400
11681,1191,1590,0.7490566037735849,0.5453296703296703,1.0796919367718105,0.642594859241126,1.4908200734394126,0.6565056445428666,4,14,13,2,1400
11739,1044,1299,0.8036951501154734,0.34765234765234765,1.7384248512218798,0.8714810281517748,2.6842105263157894,0.4854953153481079,7,11,13,2,1400
12042,8121,15672,0.5181852986217458,0.15993146638307928,2.178734221400702,0.49571603427172584,3.7943696450428397,0.4474108373235513,13,42,31,3,1400
12215,1086,1290,0.8418604651162791,0.5027777777777778,1.372255320299979,0.7882496940024479,2.138310893512852,0.5667328629724231,5,12,12,2,1400
12290,1278,1695,0.7539823008849558,0.4226190476190476,1.3060291574005436,0.6034271725826194,1.8935128518971849,0.6019195274957873,6,12,14,2,1400
12361,504,717,0.702928870292887,0.3076923076923077,0.8042854228594744,0.46266829865361075,1.0917992656058753,0.40048195720353097,6,13,7,1,1400
12418,1098,1521,0.7218934911242604,0.35023923444976074,1.1008253573315676,0.616891064871481,1.5716034271725827,0.39966992149395947,5,19,11,2,1400
12507,1182,1464,0.8073770491803278,0.5412087912087912,1.4218013159448024,0.5495716034271726,2.1493268053855568,0.6841940904151055,4,13,14,2,1400
12529,5676,8520,0.6661971830985915,0.18376068376068377,2.308203580882981,0.6046511627906976,4.1113831089351285,0.49703363300070397,12,33,26,3,1400
12655,1107,1368,0.8092105263157895,0.5458579881656804,1.4823582874751637,0.6193390452876377,2.3243574051407587,0.6526477395538189,4,13,13,2,1400
12738,861,1098,0.7841530054644809,0.47833333333333333,1.407251822124796,0.6413708690330477,2.0538555691554468,0.6226793824333237,5,12,10,2,1400
12811,924,1227,0.7530562347188264,0.35648148148148145,1.2720000317919533,0.6927784577723378,1.8408812729498163,0.5664786079545849,6,12,12,1,1400
12849,1374,1800,0.7633333333333333,0.3355311355311355,1.6789911968913858,0.6119951040391677,2.6474908200734393,0.531381860964402,7,13,15,2,1400
12874,1122,1500,0.748,0.34629629629629627,1.219755332866428,0.5422276621787026,1.894736842105263,0.5815655602873229,6,12,15,2,1400
13146,1392,2043,0.6813509544787077,0.39658119658119656,1.1805754864305913,0.6523867809057528,1.7833537331701346,0.5939857144868417,6,15,13,2,1400
13172,2028,2931,0.691914022517912,0.25413533834586466,2.0633813272689085,0.9069767441860465,3.193390452876377,0.4731947860770926,7,19,20,2,1400
13247,1050,1380,0.7608695652173914,0.3472222222222222,1.3320090924986887,0.7503059975520195,2.0220318237454102,0.506560725368298,6,14,12,2,1400
13636,2847,4908,0.5800733496332519,0.20225916453537937,1.8473133479421098,0.7307221542227662,3.186046511627907,0.3864314908350034,12,23,17,3,1400
13755,1713,2223,0.7705802968960864,0.47583333333333333,1.4915917660399522,0.7576499388004896,2.2252141982864138,0.6348662135904792,5,16,15,2,1400
13810,5385,10329,0.5213476619227418,0.23161290322580644,2.34404762310648,0.7405140758873929,4.1468788249694,0.4405841554244439,10,25,31,3,1400
14266,1332,1776,0.75,0.3523809523809524,1.2494955175493727,0.5336597307221542,1.9290085679314566,0.5817603923695173,6,14,15,2,1400
14399,1500,2154,0.6963788300835655,0.2670940170940171,0.8211040391676868,0.3268053855569155,1.4186046511627908,0.40437825542562006,9,16,13,2,1400
14400,1068,1608,0.664179104477612,0.37083333333333335,0.9301947382173752,0.3402692778457772,1.441860465116279,0.23967900548413182,8,12,10,1,1400
14457,1134,1428,0.7941176470588235,0.35,1.512919896640827,0.7796817625458996,2.292533659730722,0.5443175615478644,6,12,15,2,1400
14520,1491,1839,0.8107667210440457,0.5071428571428571,1.5642028425140806,0.6682986536107711,2.3561811505507957,0.77007950152095,5,14,14,2,1400
14635,888,1488,0.5967741935483871,0.29365079365079366,1.0077615865559562,0.5348837209302325,1.3769889840881273,0.4532996993772016,6,14,12,2,1400
14642,1275,1791,0.711892797319933,0.3891941391941392,1.1556713946288428,0.5189718482252142,1.675642594859241,0.6427866994804982,6,14,13,2,1400
14693,1374,1899,0.7235387045813586,0.38166666666666665,1.1892855424842192,0.602203182374541,1.847001223990208,0.5747166872605513,5,15,16,2,1400
14751,1287,1983,0.649016641452345,0.33101851851851855,1.3418613210534873,0.5789473684210527,2.3268053855569155,0.4050731548504433,6,12,18,2,1400
14845,972,1176,0.826530612244898,0.5142857142857142,1.3198203303262463,0.6976744186046512,1.99265605875153,0.5764550724346728,5,9,14,2,1400
14884,2085,2682,0.7774049217002237,0.3008658008658009,1.534179266134216,0.6768665850673194,2.3194614443084456,0.48863123026763516,10,21,11,2,1400
14900,1011,1470,0.6877551020408164,0.3146591970121382,0.5745707862230277,0.23378212974296206,0.8751529987760098,0.45494394609390665,7,17,9,2,1400
15076,1467,1872,0.7836538461538461,0.4657142857142857,1.2632880532047768,0.6695226438188494,1.8225214198286415,0.5856320188290269,5,14,15,2,1400
15243,6342,9903,0.640411996364738,0.18250884917551585,2.4578493438277658,0.8604651162790697,3.755201958384333,0.49188997872012336,13,33,27,3,1400
15592,1260,1989,0.6334841628959276,0.23809523809523808,0.7269190417905228,0.2386780905752754,1.2937576499388004,0.2840948035479047,6,21,14,2,1400
15745,1197,1617,0.7402597402597403,0.43846153846153846,1.2884168806348797,0.7258261933904528,1.8225214198286415,0.6356846014903295,5,13,14,2,1400
15746,1218,1680,0.725,0.4164102564102564,1.200098280987151,0.6805385556915544,1.7356181150550796,0.6269303425315562,5,13,15,2,1400
15893,1365,1767,0.7724957555178268,0.3645833333333333,1.4429095995803465,0.7454100367197063,2.230110159118727,0.5690482131361172,6,13,16,2,1400
16091,1374,1800,0.7633333333333333,0.3634920634920635,1.3703024698946513,0.6976744186046512,2.0538555691554468,0.5226811044722172,7,15,12,2,1400
16232,420,468,0.8974358974358975,0.546875,0.8729673019758698,0.5458996328029376,1.303549571603427,0.4359390739556208,4,8,8,1,1400
16233,954,1185,0.8050632911392405,0.4015151515151515,1.3968961455855522,0.7380660954712362,2.1138310893512853,0.5059249218390022,6,11,12,2,1400
16259,1260,1734,0.726643598615917,0.3333333333333333,1.118418138369179,0.5924112607099143,1.7233782129742963,0.51222668335247,5,14,18,2,1400
16360,639,756,0.8452380952380952,0.3697916666666667,1.315628573562961,0.5324357405140759,2.171358629130967,0.4209341323367144,6,12,8,1,1400
16372,1263,1605,0.7869158878504673,0.3417207792207792,1.6126172748337728,0.8053855569155447,2.561811505507956,0.5065980628788261,7,11,16,2,1400
16407,1506,1959,0.7687595712098009,0.4780952380952381,1.5853599067621802,0.7356181150550796,2.6315789473684212,0.6247706471481055,5,15,14,2,1400
16476,2283,4125,0.5534545454545454,0.2096418732782369,0.9549504050748147,0.3929008567931457,1.824969400244798,0.3189546495279327,11,15,22,2,1400
16581,2019,3174,0.6361058601134215,0.32047619047619047,1.5268523082127377,0.4700122399020808,2.5973072215422275,0.3961856403160092,7,15,20,2,1400
16628,645,792,0.8143939393939394,0.4777777777777778,1.012564401810367,0.6548347613219094,1.4700122399020807,0.6402940002534816,5,9,10,1,1400
16708,960,1182,0.8121827411167513,0.32653061224489793,1.2458499082007344,0.7050183598531212,1.766217870257038,0.5387493443199874,5,14,14,2,1400
16866,1743,2322,0.7506459948320413,0.4556862745098039,1.4383464966703676,0.6083231334149327,2.172582619339045,0.6309047337048216,5,15,17,2,1400
16948,1461,1998,0.7312312312312312,0.38046875,1.2828498111234823,0.6682986536107711,2.01468788249694,0.6084633052086943,5,16,16,2,1400
17144,1242,1572,0.7900763358778626,0.44805194805194803,1.2775294319384576,0.5471236230110159,1.8739290085679314,0.5604021610470143,6,14,11,2,1400
17268,216,252,0.8571428571428571,0.45,0.5941112471100232,0.39167686658506734,0.7478580171358629,0.45431530765784506,4,8,5,1,1400
17307,5655,13914,0.4064251832686503,0.1402529761904762,2.3846978497381572,0.8274173806609547,4.9241126070991434,0.5266026263579432,15,28,32,3,1400
17524,717,837,0.8566308243727598,0.4425925925925926,1.508990438536743,0.7686658506731946,2.408812729498164,0.6386533190322081,5,12,9,1,1400
17583,1977,2538,0.7789598108747045,0.3486772486772487,1.549649611907809,0.7123623011015912,2.3329253365973073,0.5533766495790172,7,15,18,2,1400
17646,1521,2037,0.7466863033873343,0.4951171875,1.5993278917673985,0.6609547123623011,2.4565483476132193,0.5668130974884206,4,16,16,2,1400
17755,1389,1830,0.759016393442623,0.3674603174603175,1.3970883308527482,0.769889840881273,2.1921664626682986,0.5418397611122217,6,15,14,2,1400
18109,321,429,0.7482517482517482,0.3715277777777778,0.6330545991146092,0.4883720930232558,0.8971848225214198,0.4897691256617611,4,9,8,1,1400
18161,1551,1830,0.8475409836065574,0.5744444444444444,1.4043807959014085,0.5018359853121175,2.1126070991432067,0.7607199228599076,4,15,15,2,1400
18180,879,1110,0.7918918918918919,0.48833333333333334,1.2152050496906606,0.7221542227662179,1.7221542227662179,0.5915784109284095,5,12,10,2,1400
18236,1485,2550,0.5823529411764706,0.22664835164835165,1.3266718593523976,0.6817625458996328,2.039167686658507,0.2705766670933619,8,21,13,2,1400
18311,1341,1845,0.7268292682926829,0.3973333333333333,1.0734229830859339,0.5936352509179926,1.5813953488372092,0.6040813722979091,5,15,15,2,1400
18451,954,1269,0.75177304964539,0.3925925925925926,1.110632548901873,0.4700122399020808,1.5422276621787026,0.5469402269214079,6,9,15,2,1400
18559,1302,1644,0.791970802919708,0.40185185185185185,1.4863386899356417,0.5458996328029376,2.248470012239902,0.5995989346108581,6,15,12,2,1400
18577,1143,1539,0.7426900584795322,0.3527777777777778,1.0788461723802272,0.6156670746634026,1.558139534883721,0.5276077325506305,6,12,15,2,1400
18605,1248,1731,0.7209705372616985,0.3611111111111111,0.6914044110724038,0.28886168910648713,1.1138310893512853,0.4123550247216353,8,16,9,2,1400
18687,2211,3030,0.7297029702970297,0.32901785714285714,2.0082324551715662,0.8090575275397797,3.197062423500612,0.4926322450502357,7,16,20,2,1400
18785,936,1206,0.7761194029850746,0.43636363636363634,0.9817186077895992,0.6070991432068543,1.394124847001224,0.5655646474658035,5,13,11,2,1400
18828,12447,28428,0.4378429717180245,0.13720238095238096,2.360318939574297,0.34516523867809057,5.265605875152999,0.34150049709295544,24,30,42,3,1400
18835,537,627,0.8564593301435407,0.49722222222222223,0.9042757602073263,0.572827417380661,1.3610771113831088,0.5872131546347504,4,9,10,1,1400
18839,705,828,0.8514492753623188,0.5222222222222223,1.6486262663090185,0.8164014687882497,2.7123623011015914,0.49771659538697677,5,9,10,1,1400
18919,1011,1359,0.7439293598233996,0.3323471400394477,0.8736021269099877,0.423500611995104,1.2913096695226438,0.5865503864200334,6,13,13,2,1400
18932,480,576,0.8333333333333334,0.4,1.0503059975520197,0.5422276621787026,1.766217870257038,0.46091544253718797,5,10,8,1,1400
19064,1428,2178,0.6556473829201102,0.34,1.4082007343941247,0.7870257037943696,2.0159118727050185,0.4327923551204517,5,14,20,1,1400
19139,1158,1356,0.8539823008849557,0.3958974358974359,1.7297264730690443,0.5960832313341493,2.8812729498164016,0.525666078217182,5,15,13,2,1400
